Input_data,Angle,Evaluation
"[-142.387, 103.45, 0.031, -947.182, 713.752, 200.0]","[144.42735290527344, -10.470458030700684]"
"[-71.074, 218.743, 0.031, -947.182, 713.752, 200.0]","[149.2765350341797, -10.056833267211914]"
"[-0.0, 221.0, 0.031, -947.182, 713.752, 200.0]","[151.83714294433594, -9.960541725158691]"
"[72.928, 224.449, 0.031, -947.182, 713.752, 200.0]","[154.7879180908203, -8.597359657287598]"
"[256.785, -83.435, 0.031, -947.182, 713.752, 200.0]","[145.1697235107422, -6.784702301025391]"
"[24.873, -79.474, 0.031, -947.182, 713.752, 200.0]","[140.05523681640625, -8.113977432250977]"
"[0.0, -162.0, 0.031, -947.182, 713.752, 200.0]","[138.8355255126953, -8.141016006469727]"
"[-74.473, -229.205, 0.031, -947.182, 713.752, 200.0]","[132.8097686767578, -7.635722637176514]"
"[-185.265, -134.603, 0.031, -947.182, 713.752, 200.0]","[132.27305603027344, -8.77208423614502]"
"[-294.0, -0.0, 0.031, -947.182, 713.752, 200.0]","[134.1973419189453, -10.849422454833984]"
"[-244.323, 177.511, 0.031, -947.182, 713.752, 200.0]","[143.72177124023438, -12.683099746704102]"
"[-34.679, 47.732, 0.031, -947.182, 713.752, 200.0]","[144.45339965820312, -8.93397331237793]"
"[-0.0, 282.0, 0.031, -947.182, 713.752, 200.0]","[156.8831024169922, -10.4241943359375]"
"[207.917, 151.061, 0.031, -947.182, 713.752, 200.0]","[153.34344482421875, -8.00344181060791]"
"[0.0, -162.0, 0.031, -718.055, -886.724, 200.0]","[226.16091918945312, -9.595696449279785]"
"[-105.801, -145.623, 0.031, -718.055, -886.724, 200.0]","[231.98956298828125, -10.914748191833496]"
"[-294.0, -0.0, 0.031, -718.055, -886.724, 200.0]","[243.8351593017578, -10.314637184143066]"
"[207.917, 151.061, 0.031, -718.055, -886.724, 200.0]","[228.7521514892578, -6.689657688140869]"
"[117.0, 0.0, 0.031, -718.055, -886.724, 200.0]","[227.49191284179688, -8.243194580078125]"
"[-182.029, -132.252, 0.031, -718.055, -886.724, 200.0]","[233.46327209472656, -11.08151626586914]"
"[-90.374, -30.415, 0.031, -718.055, -886.724, 200.0]","[234.64993286132812, -9.807156562805176]"
"[-229.205, 74.473, 0.031, -718.055, -886.724, 200.0]","[244.12173461914062, -9.398845672607422]"
"[118.733, 163.421, 0.031, -718.055, -886.724, 200.0]","[232.9401397705078, -7.497220516204834]"
"[299.0, 0.0, 0.031, -718.055, -886.724, 200.0]","[221.1608428955078, -7.916532039642334]"
"[0.0, -206.0, 0.031, -1136.513, 391.333, 200.0]","[153.3301239013672, -7.643132209777832]"
"[-101.357, -311.947, 0.031, -1136.513, 391.333, 200.0]","[144.78054809570312, -7.649646282196045]"
"[-154.587, -212.771, 0.031, -1136.513, 391.333, 200.0]","[146.9468231201172, -8.712777137756348]"
"[-182.029, -132.252, 0.031, -1136.513, 391.333, 200.0]","[151.9478759765625, -9.830221176147461]"
"[-129.155, 0.927, 0.031, -1136.513, 391.333, 200.0]","[158.6685791015625, -10.437339782714844]"
"[-164.58, 226.525, 0.031, -1136.513, 391.333, 200.0]","[170.98016357421875, -10.158921241760254]"
"[308.142, 100.122, 0.031, -1136.513, 391.333, 200.0]","[169.67250061035156, -6.863645553588867]"
"[223.289, -162.229, 0.031, -1136.513, 391.333, 200.0]","[158.1781768798828, -7.1893391609191895]"
"[-44.084, -60.676, 0.031, -1136.513, 391.333, 200.0]","[156.45156860351562, -8.207590103149414]"
"[-168.276, -122.259, 0.031, -1136.513, 391.333, 200.0]","[151.353271484375, -9.674891471862793]"
"[-136.952, -44.498, 0.031, -1136.513, 391.333, 200.0]","[155.84815979003906, -8.936884880065918]"
"[-89.228, -2.939, 0.031, -1136.513, 391.333, 200.0]","[157.51751708984375, -8.67383098602295]"
"[-48.99, 11.181, 0.031, -1136.513, 391.333, 200.0]","[161.2217559814453, -9.546419143676758]"
"[26.877, 65.035, 0.031, -1136.513, 391.333, 200.0]","[163.90138244628906, -8.311036109924316]"
"[129.344, -42.026, 0.031, -938.859, -816.138, 200.0]","[217.14395141601562, -8.130906105041504]"
"[57.603, -79.284, 0.031, -938.859, -816.138, 200.0]","[215.98080444335938, -8.0066556930542]"
"[-80.035, -246.324, 0.031, -938.859, -816.138, 200.0]","[214.74078369140625, -10.90356159210205]"
"[-98.098, -5.775, 0.031, -938.859, -816.138, 200.0]","[224.7110595703125, -9.381837844848633]"
"[-45.319, 0.22, 0.031, -938.859, -816.138, 200.0]","[221.1503448486328, -8.78365421295166]"
"[-55.148, 54.6, 0.031, -938.859, -816.138, 200.0]","[224.4499053955078, -7.917086124420166]"
"[-3.336, 45.299, 0.031, -938.859, -816.138, 200.0]","[224.20571899414062, -8.666025161743164]"
"[42.084, 73.465, 0.031, -938.859, -816.138, 200.0]","[222.77716064453125, -7.4486470222473145]"
"[83.095, 44.723, 0.031, -938.859, -816.138, 200.0]","[219.4556427001953, -8.352421760559082]"
"[152.904, -111.091, 0.031, -938.859, -816.138, 200.0]","[213.75619506835938, -8.066655158996582]"
"[92.282, -127.016, 0.031, -938.859, -816.138, 200.0]","[214.39968872070312, -8.832465171813965]"
"[-124.023, 170.703, 0.031, -938.859, -816.138, 200.0]","[230.61363220214844, -8.515766143798828]"
"[349.0, 0.0, 0.031, -938.859, -816.138, 200.0]","[211.51068115234375, -6.833013534545898]"
"[302.436, -98.267, 0.031, -1131.816, 220.003, 200.0]","[166.40243530273438, -6.396078109741211]"
"[152.904, -111.091, 0.031, -1131.816, 220.003, 200.0]","[166.2445831298828, -7.779982089996338]"
"[92.282, -127.016, 0.031, -1131.816, 220.003, 200.0]","[163.0432891845703, -7.66928768157959]"
"[87.761, -270.1, 0.031, -1131.816, 220.003, 200.0]","[157.6078643798828, -7.597039222717285]"
"[0.0, -183.0, 0.031, -1131.816, 220.003, 200.0]","[159.04232788085938, -8.88213062286377]"
"[-132.252, -182.029, 0.031, -1131.816, 220.003, 200.0]","[157.8452606201172, -10.231719970703125]"
"[-209.0, -0.0, 0.031, -1131.816, 220.003, 200.0]","[165.93397521972656, -10.604276657104492]"
"[-277.708, 90.233, 0.031, -1131.816, 220.003, 200.0]","[170.80764770507812, -12.551803588867188]"
"[64.276, 197.82, 0.031, -1131.816, 220.003, 200.0]","[179.24143981933594, -9.033857345581055]"
"[189.855, 261.312, 0.031, -1131.816, 220.003, 200.0]","[182.6626434326172, -7.712376117706299]"
"[-131.061, -95.221, 0.031, -1131.816, 220.003, 200.0]","[163.15415954589844, -9.52688980102539]"
"[96.722, 297.681, 0.031, -1131.816, 220.003, 200.0]","[183.55914306640625, -7.780594825744629]"
"[35.918, 37.704, 0.031, -1131.816, 220.003, 200.0]","[170.4013214111328, -8.530996322631836]"
"[281.538, -204.549, 0.031, -253.05, -1014.929, 200.0]","[237.6116485595703, -10.163565635681152]"
"[-113.443, -156.14, 0.031, -253.05, -1014.929, 200.0]","[260.0986328125, -12.926427841186523]"
"[-172.321, 125.198, 0.031, -253.05, -1014.929, 200.0]","[265.50933837890625, -8.70054817199707]"
"[-7.541, 63.568, 0.031, -253.05, -1014.929, 200.0]","[258.5379638671875, -9.043684005737305]"
"[96.722, 297.681, 0.031, -253.05, -1014.929, 200.0]","[254.65321350097656, -7.862461090087891]"
"[252.03, 81.89, 0.031, -253.05, -1014.929, 200.0]","[246.45870971679688, -8.731720924377441]"
"[182.801, -251.604, 0.031, -253.05, -1014.929, 200.0]","[240.30516052246094, -12.15491771697998]"
"[0.0, -333.0, 0.031, -253.05, -1014.929, 200.0]","[248.47607421875, -15.091933250427246]"
"[-45.734, -140.756, 0.031, -253.05, -1014.929, 200.0]","[256.9769287109375, -11.886123657226562]"
"[-330.0, -0.0, 0.031, -253.05, -1014.929, 200.0]","[274.7763977050781, -9.79369068145752]"
"[-0.0, 202.0, 0.031, -253.05, -1014.929, 200.0]","[257.49993896484375, -8.793757438659668]"
"[231.107, -75.091, 0.031, -753.01, -779.764, 200.0]","[215.47900390625, -9.029816627502441]"
"[-202.786, -279.111, 0.031, -753.01, -779.764, 200.0]","[223.6521453857422, -13.837867736816406]"
"[-156.949, -114.03, 0.031, -753.01, -779.764, 200.0]","[226.85458374023438, -11.721755027770996]"
"[-82.742, -26.884, 0.031, -753.01, -779.764, 200.0]","[230.0352325439453, -10.49341869354248]"
"[-182.603, 59.331, 0.031, -753.01, -779.764, 200.0]","[237.71449279785156, -10.186853408813477]"
"[-67.595, 93.037, 0.031, -753.01, -779.764, 200.0]","[232.5059051513672, -9.696574211120605]"
"[204.477, -66.439, 0.031, -753.01, -779.764, 200.0]","[216.949951171875, -8.36289119720459]"
"[101.936, -74.061, 0.031, -753.01, -779.764, 200.0]","[218.84735107421875, -9.961111068725586]"
"[56.55, -174.043, 0.031, -753.01, -779.764, 200.0]","[216.5915985107422, -10.955465316772461]"
"[0.0, -283.0, 0.031, -753.01, -779.764, 200.0]","[214.810546875, -12.405495643615723]"
"[-23.483, -87.316, 0.031, -753.01, -779.764, 200.0]","[222.5577850341797, -10.074618339538574]"
"[-40.997, -46.173, 0.031, -753.01, -779.764, 200.0]","[226.90231323242188, -9.985530853271484]"
"[-150.477, -109.328, 0.031, -753.01, -779.764, 200.0]","[227.4905548095703, -11.828309059143066]"
"[-0.0, 91.0, 0.031, -753.01, -779.764, 200.0]","[229.74005126953125, -8.79439926147461]"
"[51.975, 13.546, 0.031, -753.01, -779.764, 200.0]","[224.48483276367188, -8.555331230163574]"
"[198.671, -273.448, 0.031, 869.249, 543.167, 200.0]","[49.5477294921875, -9.377233505249023]"
"[-177.175, 128.725, 0.031, 869.249, 543.167, 200.0]","[20.628732681274414, -9.92697811126709]"
"[-145.771, 200.636, 0.031, 869.249, 543.167, 200.0]","[18.52916145324707, -9.529509544372559]"
"[51.975, 13.546, 0.031, 869.249, 543.167, 200.0]","[32.5518684387207, -10.356380462646484]"
"[-32.447, -99.861, 0.031, 869.249, 543.167, 200.0]","[35.797637939453125, -8.901176452636719]"
"[-146.463, 47.589, 0.031, 869.249, 543.167, 200.0]","[25.13187599182129, -9.430179595947266]"
"[-96.722, 297.681, 0.031, 869.249, 543.167, 200.0]","[13.50146198272705, -10.44656753540039]"
"[39.236, 131.269, 0.031, 869.249, 543.167, 200.0]","[24.98160171508789, -11.35094928741455]"
"[165.484, 53.769, 0.031, 869.249, 543.167, 200.0]","[36.35868453979492, -11.990970611572266]"
"[211.0, 0.0, 0.031, 869.249, 543.167, 200.0]","[39.27312469482422, -12.040384292602539]"
"[56.55, -174.043, 0.031, -647.93, 772.173, 200.0]","[126.74063110351562, -8.533451080322266]"
"[-136.954, -188.501, 0.031, -647.93, 772.173, 200.0]","[117.95172882080078, -10.244868278503418]"
"[-41.26, -29.977, 0.031, -647.93, 772.173, 200.0]","[127.86458587646484, -11.086629867553711]"
"[-217.626, 158.114, 0.031, -647.93, 772.173, 200.0]","[123.886474609375, -14.365524291992188]"
"[-189.267, 260.503, 0.031, -647.93, 772.173, 200.0]","[131.86019897460938, -14.999174118041992]"
"[-96.722, 297.681, 0.031, -647.93, 772.173, 200.0]","[138.24185180664062, -14.210412979125977]"
"[72.77, 93.013, 0.031, -647.93, 772.173, 200.0]","[135.1197052001953, -10.785196304321289]"
"[211.0, 0.0, 0.031, -647.93, 772.173, 200.0]","[138.89358520507812, -8.450318336486816]"
"[260.589, -84.671, 0.031, -647.93, 772.173, 200.0]","[137.10914611816406, -8.697851181030273]"
"[34.092, -46.923, 0.031, -647.93, 772.173, 200.0]","[129.52320861816406, -10.55730152130127]"
"[-159.29, -219.244, 0.031, -647.93, 772.173, 200.0]","[117.27717590332031, -9.315939903259277]"
"[-108.729, -79.775, 0.031, -647.93, 772.173, 200.0]","[123.6152572631836, -9.825439453125]"
"[-132.821, 0.636, 0.031, -647.93, 772.173, 200.0]","[125.02461242675781, -12.015454292297363]"
"[-118.116, 85.817, 0.031, -647.93, 772.173, 200.0]","[129.75640869140625, -11.590163230895996]"
"[138.13, 190.119, 0.031, -647.93, 772.173, 200.0]","[141.62388610839844, -10.388139724731445]"
"[231.107, 75.091, 0.031, -647.93, 772.173, 200.0]","[142.2204132080078, -9.623917579650879]"
"[102.0, 0.0, 0.031, -647.93, 772.173, 200.0]","[135.91055297851562, -10.032841682434082]"
"[-108.729, -79.775, 0.031, -85.102, -1217.028, 200.0]","[271.88079833984375, -9.487265586853027]"
"[-298.632, 97.031, 0.031, -85.102, -1217.028, 200.0]","[280.22271728515625, -7.798452854156494]"
"[-151.061, 207.917, 0.031, -85.102, -1217.028, 200.0]","[272.90142822265625, -7.711549758911133]"
"[152.095, -110.504, 0.031, -85.102, -1217.028, 200.0]","[258.8074645996094, -8.806734085083008]"
"[-48.61, 33.181, 0.031, -85.102, -1217.028, 200.0]","[267.3409423828125, -8.96324634552002]"
"[-154.0, 211.962, 0.031, -85.102, -1217.028, 200.0]","[271.96868896484375, -6.7943854331970215]"
"[-23.532, 76.641, 0.031, -85.102, -1217.028, 200.0]","[266.2524719238281, -7.732481002807617]"
"[131.076, -180.411, 0.031, 284.984, -1143.008, 200.0]","[279.9698181152344, -10.89759349822998]"
"[0.0, -172.0, 0.031, 284.984, -1143.008, 200.0]","[286.6315002441406, -11.033477783203125]"
"[-198.084, -272.639, 0.031, 284.984, -1143.008, 200.0]","[299.7817687988281, -10.19173526763916]"
"[-125.539, 40.79, 0.031, 284.984, -1143.008, 200.0]","[289.63201904296875, -8.890315055847168]"
"[-48.61, 33.181, 0.031, 284.984, -1143.008, 200.0]","[285.8504943847656, -8.750064849853516]"
"[-23.532, 76.641, 0.031, 284.984, -1143.008, 200.0]","[283.1529541015625, -8.624374389648438]"
"[157.818, -0.849, 0.031, 284.984, -1143.008, 200.0]","[275.3512878417969, -9.489246368408203]"
"[-260.503, -189.267, 0.031, 284.984, -1143.008, 200.0]","[299.5254211425781, -9.20399284362793]"
"[-276.0, -0.0, 0.031, 284.984, -1143.008, 200.0]","[297.625244140625, -7.948347091674805]"
"[-312.898, 101.667, 0.031, 284.984, -1143.008, 200.0]","[294.43646240234375, -7.684847354888916]"
"[-191.737, 139.305, 0.031, 284.984, -1143.008, 200.0]","[290.751220703125, -7.946004867553711]"
"[-116.382, 160.185, 0.031, 284.984, -1143.008, 200.0]","[287.03192138671875, -6.894106864929199]"
"[158.826, 51.606, 0.031, 284.984, -1143.008, 200.0]","[276.4959716796875, -9.242057800292969]"
"[94.155, -30.593, 0.031, 900.732, -584.942, 200.0]","[325.2420959472656, -10.71091079711914]"
"[40.557, -55.822, 0.031, 900.732, -584.942, 200.0]","[328.9482421875, -10.70516300201416]"
"[-260.503, -189.267, 0.031, 900.732, -584.942, 200.0]","[340.247802734375, -8.155570030212402]"
"[59.867, 43.496, 0.031, 900.732, -584.942, 200.0]","[321.841796875, -9.706506729125977]"
"[158.826, 51.606, 0.031, 900.732, -584.942, 200.0]","[320.0990295410156, -11.045055389404297]"
"[301.0, 0.0, 0.031, 900.732, -584.942, 200.0]","[315.7141418457031, -13.259222030639648]"
"[165.484, -53.769, 0.031, 900.732, -584.942, 200.0]","[322.27044677734375, -11.92219352722168]"
"[81.114, -111.644, 0.031, 900.732, -584.942, 200.0]","[330.3883056640625, -11.947245597839355]"
"[-59.241, -85.723, 0.031, 900.732, -584.942, 200.0]","[331.2663269042969, -9.605828285217285]"
"[16.615, 72.59, 0.031, 900.732, -584.942, 200.0]","[322.25665283203125, -8.995052337646484]"
"[67.04, 40.448, 0.031, 900.732, -584.942, 200.0]","[323.2530212402344, -9.723403930664062]"
"[143.796, 48.109, 0.031, 900.732, -584.942, 200.0]","[318.7969970703125, -11.222583770751953]"
"[137.769, -1.728, 0.031, 900.732, -584.942, 200.0]","[321.1168518066406, -10.418588638305664]"
"[165.484, -53.769, 0.031, -617.175, 849.468, 200.0]","[130.33006286621094, -9.32991886138916]"
"[81.114, -111.644, 0.031, -617.175, 849.468, 200.0]","[125.53823852539062, -8.807587623596191]"
"[0.0, -240.0, 0.031, -617.175, 849.468, 200.0]","[120.36112213134766, -7.875618934631348]"
"[-59.241, -85.723, 0.031, -617.175, 849.468, 200.0]","[120.81099700927734, -9.663832664489746]"
"[-54.505, -34.608, 0.031, -617.175, 849.468, 200.0]","[121.96009063720703, -9.55428409576416]"
"[-207.33, -67.366, 0.031, -617.175, 849.468, 200.0]","[113.80818939208984, -10.591752052307129]"
"[-222.0, -0.0, 0.031, -617.175, 849.468, 200.0]","[115.83968353271484, -10.888876914978027]"
"[-156.949, 114.03, 0.031, -617.175, 849.468, 200.0]","[120.35598754882812, -12.440155982971191]"
"[-61.13, 84.138, 0.031, -617.175, 849.468, 200.0]","[126.54745483398438, -11.519258499145508]"
"[-51.915, 159.777, 0.031, -617.175, 849.468, 200.0]","[129.9466552734375, -12.550631523132324]"
"[-0.0, 270.0, 0.031, -617.175, 849.468, 200.0]","[138.79345703125, -11.833128929138184]"
"[143.796, 48.109, 0.031, -617.175, 849.468, 200.0]","[132.42271423339844, -9.999152183532715]"
"[-60.876, -187.358, 0.031, -617.175, 849.468, 200.0]","[117.83716583251953, -8.91400146484375]"
"[-116.498, 84.641, 0.031, -617.175, 849.468, 200.0]","[122.29854583740234, -11.334450721740723]"
"[-0.0, 237.0, 0.031, -617.175, 849.468, 200.0]","[133.59124755859375, -12.142300605773926]"
"[87.58, 120.544, 0.031, -617.175, 849.468, 200.0]","[135.1750946044922, -10.564933776855469]"
"[282.347, 205.137, 0.031, -617.175, 849.468, 200.0]","[145.64657592773438, -9.914057731628418]"
"[57.063, -18.541, 0.031, -1004.794, 677.742, 200.0]","[145.66583251953125, -7.69033145904541]"
"[58.095, -178.799, 0.031, -1004.794, 677.742, 200.0]","[139.76263427734375, -7.854550838470459]"
"[-48.198, -66.339, 0.031, -1004.794, 677.742, 200.0]","[143.26531982421875, -9.207438468933105]"
"[-322.408, 104.757, 0.031, -1004.794, 677.742, 200.0]","[141.8042449951172, -11.238393783569336]"
"[-116.498, 84.641, 0.031, -1004.794, 677.742, 200.0]","[146.59288024902344, -9.272477149963379]"
"[-0.0, 237.0, 0.031, -1004.794, 677.742, 200.0]","[156.99449157714844, -9.263794898986816]"
"[282.347, 205.137, 0.031, -1004.794, 677.742, 200.0]","[159.21237182617188, -8.164263725280762]"
"[152.169, 49.443, 0.031, -1004.794, 677.742, 200.0]","[151.57806396484375, -7.887869834899902]"
"[68.705, -54.701, 0.031, -1004.794, 677.742, 200.0]","[144.16078186035156, -8.191492080688477]"
"[194.557, -267.785, 0.031, -1004.794, 677.742, 200.0]","[141.95480346679688, -7.40928840637207]"
"[0.0, -93.0, 0.031, -1004.794, 677.742, 200.0]","[141.99073791503906, -7.875972747802734]"
"[-55.84, -76.857, 0.031, -1004.794, 677.742, 200.0]","[141.59442138671875, -8.029851913452148]"
"[-156.14, -113.443, 0.031, -1004.794, 677.742, 200.0]","[137.9754180908203, -9.663506507873535]"
"[-88.448, 28.739, 0.031, -1004.794, 677.742, 200.0]","[145.8798065185547, -9.503713607788086]"
"[-241.087, 175.16, 0.031, -1004.794, 677.742, 200.0]","[145.6718292236328, -11.146790504455566]"
"[69.888, 44.995, 0.031, -1004.794, 677.742, 200.0]","[148.84832763671875, -7.966099262237549]"
"[155.022, 50.37, 0.031, -1004.794, 677.742, 200.0]","[151.57568359375, -8.094328880310059]"
"[162.0, 0.0, 0.031, -1004.794, 677.742, 200.0]","[150.32542419433594, -8.316057205200195]"
"[-57.168, -175.945, 0.031, 760.747, 661.307, 200.0]","[47.23149871826172, -8.266584396362305]"
"[-241.087, 175.16, 0.031, 760.747, 661.307, 200.0]","[25.577863693237305, -10.055622100830078]"
"[-0.0, 300.0, 0.031, 760.747, 661.307, 200.0]","[23.57630157470703, -12.085987091064453]"
"[77.872, 239.666, 0.031, 760.747, 661.307, 200.0]","[30.583786010742188, -13.518380165100098]"
"[76.525, 44.166, 0.031, 760.747, 661.307, 200.0]","[42.764339447021484, -12.009230613708496]"
