observations,actions,rewards,next_observations
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[176.07684326171875, -3.696624755859375]",-8.970172882080078,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[239.35760498046875, -54.55768585205078]",-9.167864799499512,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[77.88360595703125, -22.544574737548828]",-9.769885063171387,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[45.160919189453125, -27.360008239746094]",-9.934407234191895,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[148.93466186523438, -35.304359436035156]",-10.118446350097656,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[105.76764678955078, -67.99188995361328]",-12.013055801391602,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[145.50021362304688, -64.86621856689453]",-8.971516609191895,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[66.03475952148438, -33.235923767089844]",-10.083329200744629,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[300.33929443359375, -67.63796997070312]",-8.232583045959473,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[108.13811492919922, -55.89522933959961]",-10.656696319580078,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[209.4141845703125, -55.605186462402344]",-11.101655960083008,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[12.73988151550293, -52.25733947753906]",-9.006379127502441,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[150.30723571777344, -59.48847579956055]",-10.571165084838867,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[146.16653442382812, -60.138240814208984]",-10.173044204711914,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[14.275100708007812, -41.69498062133789]",-6.957838535308838,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[109.55126190185547, -51.015907287597656]",-8.943864822387695,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[88.08224487304688, -45.61540985107422]",-8.379860877990723,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[86.91258239746094, -8.579922676086426]",-8.215463638305664,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, 0.6507940292358398, -0.4389669895172119, 0.15198299288749695]","[206.00686645507812, -7.626621723175049]",-11.675203323364258,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[346.2783203125, -17.68960952758789]",-15.353926658630371,"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[46.52545928955078, -19.22657012939453]",-10.426827430725098,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[56.618186950683594, -33.42414855957031]",-9.783884048461914,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[266.26885986328125, -32.04184341430664]",-9.434072494506836,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[168.48907470703125, -61.542579650878906]",-7.068962097167969,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[55.632347106933594, -25.09853744506836]",-9.112180709838867,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[128.8431854248047, -61.411258697509766]",-6.770866394042969,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[140.84609985351562, -67.50257873535156]",-8.589179992675781,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[52.42927932739258, -62.2807502746582]",-9.48680591583252,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[92.24700164794922, -37.73891067504883]",-7.151666641235352,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[319.80584716796875, -0.071641705930233]",-8.669928550720215,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[180.87057495117188, -63.45752716064453]",-7.009036064147949,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[326.8716735839844, -52.610496520996094]",-8.740762710571289,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[156.02020263671875, -1.1429343223571777]",-3.22133731842041,"[-0.12254700064659119, 0.021756000816822052, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[358.13592529296875, -26.91083335876465]",-9.489150047302246,"[-0.11315900087356567, -0.02678300067782402, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[335.49859619140625, -33.2064323425293]",-10.04233455657959,"[-0.08236300200223923, -0.06554800271987915, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[344.2523193359375, -65.8905258178711]",-10.453681945800781,"[-0.03699199855327606, -0.08563800156116486, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[197.33975219726562, -50.14528274536133]",-9.611838340759277,"[0.01167299970984459, -0.08138299733400345, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[341.2514953613281, -13.319167137145996]",-11.334409713745117,"[0.05094999819993973, -0.051989998668432236, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.6755189895629883, 0.608240008354187, 0.17090700566768646]","[346.6599426269531, -54.950679779052734]",-12.378206253051758,"[0.07004699856042862, -0.006616999860852957, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]"
"[0.0010000000474974513, 0.0, -0.014968999661505222, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[218.89064025878906, -63.129638671875]",-9.058028221130371,"[0.0010000000474974513, 0.0, -0.014968999661505222, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[142.942138671875, -30.987525939941406]",-1.9591416120529175,"[0.0717800036072731, 0.0427200011909008, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[150.63121032714844, -38.385902404785156]",-3.1452996730804443,"[0.04253700003027916, 0.0823260024189949, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[31.302406311035156, -41.10939407348633]",-8.734392166137695,"[-0.004416999872773886, 0.09836900234222412, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[8.478771209716797, -64.23429870605469]",-8.450176239013672,"[-0.05405599996447563, 0.0946580022573471, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[138.4020538330078, -27.971494674682617]",-2.015126943588257,"[-0.05393899977207184, 0.045485999435186386, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[24.51894187927246, -49.698524475097656]",-8.596999168395996,"[-0.16410000622272491, -0.021498000249266624, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[327.2601623535156, -24.49884605407715]",-9.738911628723145,"[0.09332799911499023, 0.08833400160074234, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[272.36767578125, -24.601966857910156]",-9.561460494995117,"[-0.05286400020122528, -0.004112999886274338, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[342.4210510253906, -0.11805028468370438]",-10.534394264221191,"[-0.07587400078773499, -0.11606799811124802, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[220.20274353027344, -65.20806884765625]",-8.491125106811523,"[-0.055277999490499496, 0.14451000094413757, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[150.6548309326172, -53.75695037841797]",-4.141073226928711,"[-0.09792199730873108, 0.1176069974899292, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, -0.4814609885215759, 0.7413849830627441, 0.46902599930763245]","[85.5606460571289, -45.06510543823242]",-4.367598056793213,"[-0.10283699631690979, 0.06722100079059601, 3.099999958067201e-05, 0.9660680294036865, -0.2770160138607025, 0.21134500205516815]"
